PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29569571","A foldable electrode array for 3D recording of deep-seated abnormal brain cavities","Kil D, De Vloo P, Fierens G, Ceyssens F, Hunyadi B, Bertrand A, Nuttin B, Puers R.","J Neural Eng. 2018 Jun;15(3):036029. doi: 10.1088/1741-2552/aab915. Epub 2018 Mar 23.","Kil D","J Neural Eng","2018","2018/03/24","","","10.1088/1741-2552/aab915"
"29559885","A Compact Closed-Loop Optogenetics System Based on Artifact-Free Transparent Graphene Electrodes","Liu X, Lu Y, Iseri E, Shi Y, Kuzum D.","Front Neurosci. 2018 Mar 6;12:132. doi: 10.3389/fnins.2018.00132. eCollection 2018.","Liu X","Front Neurosci","2018","2018/03/22","PMC5845553","","10.3389/fnins.2018.00132"
"29486325","Consistency and similarity of MEG- and fMRI-signal time courses during movie viewing","Lankinen K, Saari J, Hlushchuk Y, Tikka P, Parkkonen L, Hari R, Koskinen M.","Neuroimage. 2018 Jun;173:361-369. doi: 10.1016/j.neuroimage.2018.02.045. Epub 2018 Feb 24.","Lankinen K","Neuroimage","2018","2018/02/28","","","10.1016/j.neuroimage.2018.02.045"
"29474955","Prior knowledge modulates the neural substrates of encoding and retrieving naturalistic events at short and long delays","Bonasia K, Sekeres MJ, Gilboa A, Grady CL, Winocur G, Moscovitch M.","Neurobiol Learn Mem. 2018 Sep;153(Pt A):26-39. doi: 10.1016/j.nlm.2018.02.017. Epub 2018 Feb 21.","Bonasia K","Neurobiol Learn Mem","2018","2018/02/24","","","10.1016/j.nlm.2018.02.017"
"29311885","Your Brain on the Movies: A Computational Approach for Predicting Box-office Performance from Viewer's Brain Responses to Movie Trailers","Christoforou C, Papadopoulos TC, Constantinidou F, Theodorou M.","Front Neuroinform. 2017 Dec 19;11:72. doi: 10.3389/fninf.2017.00072. eCollection 2017.","Christoforou C","Front Neuroinform","2017","2018/01/10","PMC5742097","","10.3389/fninf.2017.00072"
"29307559","Dopamine Is Signaled by Mid-frequency Oscillations and Boosts Output Layers Visual Information in Visual Cortex","Zaldivar D, Goense J, Lowe SC, Logothetis NK, Panzeri S.","Curr Biol. 2018 Jan 22;28(2):224-235.e5. doi: 10.1016/j.cub.2017.12.006. Epub 2018 Jan 4.","Zaldivar D","Curr Biol","2018","2018/01/09","","","10.1016/j.cub.2017.12.006"
"29122959","Prefrontal oxygenation correlates to the responses in facial skin blood flows during exposure to pleasantly charged movie","Matsukawa K, Endo K, Asahara R, Yoshikawa M, Kusunoki S, Ishida T.","Physiol Rep. 2017 Nov;5(21):e13488. doi: 10.14814/phy2.13488.","Matsukawa K","Physiol Rep","2017","2017/11/11","PMC5688780","","10.14814/phy2.13488"
"29032323","Neural activity during traumatic film viewing is linked to endogenous estradiol and hormonal contraception","Miedl SF, Wegerer M, Kerschbaum H, Blechert J, Wilhelm FH.","Psychoneuroendocrinology. 2018 Jan;87:20-26. doi: 10.1016/j.psyneuen.2017.10.006. Epub 2017 Oct 5.","Miedl SF","Psychoneuroendocrinology","2018","2017/10/17","","","10.1016/j.psyneuen.2017.10.006"
"28988860","Theta Phase Synchronization Is the Glue that Binds Human Associative Memory","Clouter A, Shapiro KL, Hanslmayr S.","Curr Biol. 2017 Oct 23;27(20):3143-3148.e6. doi: 10.1016/j.cub.2017.09.001. Epub 2017 Oct 5.","Clouter A","Curr Biol","2017","2017/10/10","","","10.1016/j.cub.2017.09.001"
"28966573","A Chronically Implantable Bidirectional Neural Interface for Non-human Primates","Komatsu M, Sugano E, Tomita H, Fujii N.","Front Neurosci. 2017 Sep 15;11:514. doi: 10.3389/fnins.2017.00514. eCollection 2017.","Komatsu M","Front Neurosci","2017","2017/10/03","PMC5605616","","10.3389/fnins.2017.00514"
"28952963","Amorphous silicon carbide ultramicroelectrode arrays for neural stimulation and recording","Deku F, Cohen Y, Joshi-Imre A, Kanneganti A, Gardner TJ, Cogan SF.","J Neural Eng. 2018 Feb;15(1):016007. doi: 10.1088/1741-2552/aa8f8b.","Deku F","J Neural Eng","2018","2017/09/28","PMC5786446","NIHMS935004","10.1088/1741-2552/aa8f8b"
"28545933","Extracting multidimensional stimulus-response correlations using hybrid encoding-decoding of neural activity","Dmochowski JP, Ki JJ, DeGuzman P, Sajda P, Parra LC.","Neuroimage. 2018 Oct 15;180(Pt A):134-146. doi: 10.1016/j.neuroimage.2017.05.037. Epub 2017 May 22.","Dmochowski JP","Neuroimage","2018","2017/05/27","","","10.1016/j.neuroimage.2017.05.037"
"28419641","Neural correlates of experimental trauma memory retrieval","Gvozdanovic GA, Stämpfli P, Seifritz E, Rasch B.","Hum Brain Mapp. 2017 Jul;38(7):3592-3602. doi: 10.1002/hbm.23613. Epub 2017 Apr 17.","Gvozdanovic GA","Hum Brain Mapp","2017","2017/04/19","PMC6866833","","10.1002/hbm.23613"
"28268617","Thin-film, high-density micro-electrocorticographic decoding of a human cortical gyrus","Muller L, Felix S, Shah KG, Kye Lee, Pannu S, Chang EF.","Annu Int Conf IEEE Eng Med Biol Soc. 2016 Aug;2016:1528-1531. doi: 10.1109/EMBC.2016.7591001.","Muller L","Annu Int Conf IEEE Eng Med Biol Soc","2016","2017/03/09","PMC5789448","NIHMS936913","10.1109/EMBC.2016.7591001"
"28219725","Planar implantable sensor for in vivo measurement of cellular oxygen metabolism in brain tissue","Tsytsarev V, Akkentli F, Pumbo E, Tang Q, Chen Y, Erzurumlu RS, Papkovsky DB.","J Neurosci Methods. 2017 Apr 1;281:1-6. doi: 10.1016/j.jneumeth.2017.02.005. Epub 2017 Feb 20.","Tsytsarev V","J Neurosci Methods","2017","2017/02/22","PMC5407460","NIHMS855718","10.1016/j.jneumeth.2017.02.005"
"27990263","Lies, irony, and contradiction - an annotation of semantic conflict in the movie ""Forrest Gump""","Hanke M, Ibe P.","F1000Res. 2016 Sep 26;5:2375. doi: 10.12688/f1000research.9635.1. eCollection 2016.","Hanke M","F1000Res","2016","2016/12/20","PMC5133679","","10.12688/f1000research.9635.1"
"27981005","Human-Like Sensing and Reflexes of Graphene-Based Films","Zhang Q, Tan L, Chen Y, Zhang T, Wang W, Liu Z, Fu L.","Adv Sci (Weinh). 2016 Jun 13;3(12):1600130. doi: 10.1002/advs.201600130. eCollection 2016 Dec.","Zhang Q","Adv Sci (Weinh)","2016","2016/12/17","PMC5157176","","10.1002/advs.201600130"
"27927958","Coding of Event Nodes and Narrative Context in the Hippocampus","Milivojevic B, Varadinov M, Vicente Grabovetsky A, Collin SH, Doeller CF.","J Neurosci. 2016 Dec 7;36(49):12412-12424. doi: 10.1523/JNEUROSCI.2889-15.2016.","Milivojevic B","J Neurosci","2016","2016/12/09","PMC6601969","","10.1523/JNEUROSCI.2889-15.2016"
"27921074","Initial performance studies of a wearable brain positron emission tomography camera based on autonomous thin-film digital Geiger avalanche photodiode arrays","Schmidtlein CR, Turner JN, Thompson MO, Mandal KC, Häggström I, Zhang J, Humm JL, Feiglin DH, Krol A.","J Med Imaging (Bellingham). 2017 Jan;4(1):011003. doi: 10.1117/1.JMI.4.1.011003. Epub 2016 Nov 22.","Schmidtlein CR","J Med Imaging (Bellingham)","2017","2016/12/07","PMC5118557","","10.1117/1.JMI.4.1.011003"
"27918531","Shared memories reveal shared structure in neural activity across individuals","Chen J, Leong YC, Honey CJ, Yong CH, Norman KA, Hasson U.","Nat Neurosci. 2017 Jan;20(1):115-125. doi: 10.1038/nn.4450. Epub 2016 Dec 5.","Chen J","Nat Neurosci","2017","2016/12/06","PMC5191958","NIHMS827551","10.1038/nn.4450"
"27792310","Polymer Thin Films with Tunable Acetylcholine-like Functionality Enable Long-Term Culture of Primary Hippocampal Neurons","Yu SB, Baek J, Choi M, Oh Y, Lee HR, Yu SJ, Lee E, Sohn JW, Im SG, Jon S.","ACS Nano. 2016 Nov 22;10(11):9909-9918. doi: 10.1021/acsnano.6b03527. Epub 2016 Nov 1.","Yu SB","ACS Nano","2016","2016/11/02","","","10.1021/acsnano.6b03527"
"27781092","An annotation of cuts, depicted locations, and temporal progression in the motion picture ""Forrest Gump""","Häusler CO, Hanke M.","F1000Res. 2016 Sep 8;5:2273. doi: 10.12688/f1000research.9536.1. eCollection 2016.","Häusler CO","F1000Res","2016","2016/10/27","PMC5034791","","10.12688/f1000research.9536.1"
"27720744","The association of serotonin receptor 3A methylation with maternal violence exposure, neural activity, and child aggression","Schechter DS, Moser DA, Pointet VC, Aue T, Stenz L, Paoloni-Giacobino A, Adouan W, Manini A, Suardi F, Vital M, Sancho Rossignol A, Cordero MI, Rothenberg M, Ansermet F, Rusconi Serpa S, Dayer AG.","Behav Brain Res. 2017 May 15;325(Pt B):268-277. doi: 10.1016/j.bbr.2016.10.009. Epub 2016 Oct 5.","Schechter DS","Behav Brain Res","2017","2016/10/11","","","10.1016/j.bbr.2016.10.009"
"26863148","Optical Control of Living Cells Electrical Activity by Conjugated Polymers","Martino N, Bossio C, Vaquero Morata S, Lanzani G, Antognazza MR.","J Vis Exp. 2016 Jan 28;(107):e53494. doi: 10.3791/53494.","Martino N","J Vis Exp","2016","2016/02/11","PMC4781708","","10.3791/53494"
"26471198","Thin-film micro-electrode stimulation of the cochlea in rats exposed to aminoglycoside induced hearing loss","Allitt BJ, Harris AR, Morgan SJ, Clark GM, Paolini AG.","Hear Res. 2016 Jan;331:13-26. doi: 10.1016/j.heares.2015.10.003. Epub 2015 Oct 22.","Allitt BJ","Hear Res","2016","2015/10/17","","","10.1016/j.heares.2015.10.003"
"26429501","3D Light-Sheet Fluorescence Microscopy of Cranial Neurons and Vasculature during Zebrafish Embryogenesis","Park OK, Kwak J, Jung YJ, Kim YH, Hong HS, Hwang BJ, Kwon SH, Kee Y.","Mol Cells. 2015 Nov;38(11):975-81. doi: 10.14348/molcells.2015.0160. Epub 2015 Oct 2.","Park OK","Mol Cells","2015","2015/10/03","PMC4673412","","10.14348/molcells.2015.0160"
"26400791","Chronic multichannel neural recordings from soft regenerative microchannel electrodes during gait","Musick KM, Rigosa J, Narasimhan S, Wurth S, Capogrosso M, Chew DJ, Fawcett JW, Micera S, Lacour SP.","Sci Rep. 2015 Sep 24;5:14363. doi: 10.1038/srep14363.","Musick KM","Sci Rep","2015","2015/09/25","PMC4585830","","10.1038/srep14363"
"26257660","Mental Imagery and Post-Traumatic Stress Disorder: A Neuroimaging and Experimental Psychopathology Approach to Intrusive Memories of Trauma","Clark IA, Mackay CE.","Front Psychiatry. 2015 Jul 22;6:104. doi: 10.3389/fpsyt.2015.00104. eCollection 2015.","Clark IA","Front Psychiatry","2015","2015/08/11","PMC4510312","","10.3389/fpsyt.2015.00104"
"26135205","Spin torque oscillator neuroanalog of von Neumann's microwave computer","Hoppensteadt F.","Biosystems. 2015 Oct;136:99-104. doi: 10.1016/j.biosystems.2015.06.006. Epub 2015 Jun 29.","Hoppensteadt F","Biosystems","2015","2015/07/03","","","10.1016/j.biosystems.2015.06.006"
"26112251","Out-of-sync: disrupted neural activity in emotional circuitry during film viewing in melancholic depression","Guo CC, Nguyen VT, Hyett MP, Parker GB, Breakspear MJ.","Sci Rep. 2015 Jun 26;5:11605. doi: 10.1038/srep11605.","Guo CC","Sci Rep","2015","2015/06/27","PMC4481375","","10.1038/srep11605"
"25977755","Portrayed emotions in the movie ""Forrest Gump""","Labs A, Reich T, Schulenburg H, Boennen M, Mareike G, Golz M, Hartigs B, Hoffmann N, Keil S, Perlow M, Peukmann AK, Rabe LN, von Sobbe FR, Hanke M.","F1000Res. 2015 Apr 13;4:92. doi: 10.12688/f1000research.6230.1. eCollection 2015.","Labs A","F1000Res","2015","2015/05/16","PMC4416536","","10.12688/f1000research.6230.1"
"25734990","Sensitization of trigeminal brainstem pathways in a model for tear deficient dry eye","Rahman M, Okamoto K, Thompson R, Katagiri A, Bereiter DA.","Pain. 2015 May;156(5):942-950. doi: 10.1097/j.pain.0000000000000135.","Rahman M","Pain","2015","2015/03/04","PMC4402282","NIHMS662996","10.1097/j.pain.0000000000000135"
"25570001","Printable and transparent micro-electrocorticography (μECoG) for optogenetic applications","Kimtan T, Thupmongkol J, Williams JC, Thongpang S.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:482-5. doi: 10.1109/EMBC.2014.6943633.","Kimtan T","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6943633"
"25462696","Evaluation of highly accelerated simultaneous multi-slice EPI for fMRI","Chen L, T Vu A, Xu J, Moeller S, Ugurbil K, Yacoub E, Feinberg DA.","Neuroimage. 2015 Jan 1;104:452-9. doi: 10.1016/j.neuroimage.2014.10.027. Epub 2014 Oct 18.","Chen L","Neuroimage","2015","2014/12/03","PMC4467797","NIHMS689189","10.1016/j.neuroimage.2014.10.027"
"25210158","Perturbation-evoked responses in primary motor cortex are modulated by behavioral context","Omrani M, Pruszynski JA, Murnaghan CD, Scott SH.","J Neurophysiol. 2014 Dec 1;112(11):2985-3000. doi: 10.1152/jn.00270.2014. Epub 2014 Sep 10.","Omrani M","J Neurophysiol","2014","2014/09/12","","","10.1152/jn.00270.2014"
"25124153","Differential modulation of auditory responses to attended and unattended speech in different listening conditions","Kong YY, Mullangi A, Ding N.","Hear Res. 2014 Oct;316:73-81. doi: 10.1016/j.heares.2014.07.009. Epub 2014 Aug 11.","Kong YY","Hear Res","2014","2014/08/16","PMC4194271","NIHMS621458","10.1016/j.heares.2014.07.009"
"24603023","Cumulative activation during positive and negative events and state anxiety predicts subsequent inertia of amygdala reactivity","Pichon S, Miendlarzewska EA, Eryilmaz H, Vuilleumier P.","Soc Cogn Affect Neurosci. 2015 Feb;10(2):180-90. doi: 10.1093/scan/nsu044. Epub 2014 Mar 5.","Pichon S","Soc Cogn Affect Neurosci","2015","2014/03/08","PMC4321619","","10.1093/scan/nsu044"
"24324432","A hardware model of the auditory periphery to transduce acoustic signals into neural activity","Tateno T, Nishikawa J, Tsuchioka N, Shintaku H, Kawano S.","Front Neuroeng. 2013 Nov 26;6:12. doi: 10.3389/fneng.2013.00012. eCollection 2013.","Tateno T","Front Neuroeng","2013","2013/12/11","PMC3840400","","10.3389/fneng.2013.00012"
"24216250","DataHigh: graphical user interface for visualizing and interacting with high-dimensional neural activity","Cowley BR, Kaufman MT, Butler ZS, Churchland MM, Ryu SI, Shenoy KV, Yu BM.","J Neural Eng. 2013 Dec;10(6):066012. doi: 10.1088/1741-2560/10/6/066012. Epub 2013 Nov 12.","Cowley BR","J Neural Eng","2013","2013/11/13","PMC3950756","NIHMS543489","10.1088/1741-2560/10/6/066012"
"23978654","Crossmodal integration enhances neural representation of task-relevant features in audiovisual face perception","Li Y, Long J, Huang B, Yu T, Wu W, Liu Y, Liang C, Sun P.","Cereb Cortex. 2015 Feb;25(2):384-95. doi: 10.1093/cercor/bht228. Epub 2013 Aug 26.","Li Y","Cereb Cortex","2015","2013/08/28","","","10.1093/cercor/bht228"
"23882207","Auditory habituation to simple tones: reduced evidence for habituation in children compared to adults","Muenssinger J, Stingl KT, Matuz T, Binder G, Ehehalt S, Preissl H.","Front Hum Neurosci. 2013 Jul 19;7:377. doi: 10.3389/fnhum.2013.00377. eCollection 2013.","Muenssinger J","Front Hum Neurosci","2013","2013/07/25","PMC3715733","","10.3389/fnhum.2013.00377"
"23772217","Attention Matters: Pitch vs. Pattern Processing in Adolescence","Sussman ES.","Front Psychol. 2013 Jun 10;4:333. doi: 10.3389/fpsyg.2013.00333. eCollection 2013.","Sussman ES","Front Psychol","2013","2013/06/18","PMC3677146","","10.3389/fpsyg.2013.00333"
"23407355","Selectivity of audiovisual ECoG responses revealed under naturalistic stimuli in the human cortex","Meshulam M, Ramot M, Harel M, Kipervasser S, Andelman F, Neufeld MY, Kramer U, Fried I, Malach R.","J Neurophysiol. 2013 May;109(9):2272-81. doi: 10.1152/jn.00474.2012. Epub 2013 Feb 13.","Meshulam M","J Neurophysiol","2013","2013/02/15","","","10.1152/jn.00474.2012"
"23366954","DataHigh: graphical user interface for visualizing and interacting with high-dimensional neural activity","Cowley BR, Kaufman MT, Churchland MM, Ryu SI, Shenoy KV, Yu BM.","Annu Int Conf IEEE Eng Med Biol Soc. 2012;2012:4607-10. doi: 10.1109/EMBC.2012.6346993.","Cowley BR","Annu Int Conf IEEE Eng Med Biol Soc","2012","2013/02/01","PMC3745770","NIHMS493413","10.1109/EMBC.2012.6346993"
"23314730","A saliency-based bottom-up visual attention model for dynamic scenes analysis","Ramirez-Moreno DF, Schwartz O, Ramirez-Villegas JF.","Biol Cybern. 2013 Apr;107(2):141-60. doi: 10.1007/s00422-012-0542-2. Epub 2013 Jan 12.","Ramirez-Moreno DF","Biol Cybern","2013","2013/01/15","","","10.1007/s00422-012-0542-2"
"23142839","Ultrasmall implantable composite microelectrodes with bioactive surfaces for chronic neural interfaces","Kozai TD, Langhals NB, Patel PR, Deng X, Zhang H, Smith KL, Lahann J, Kotov NA, Kipke DR.","Nat Mater. 2012 Dec;11(12):1065-73. doi: 10.1038/nmat3468. Epub 2012 Nov 11.","Kozai TD","Nat Mater","2012","2012/11/13","PMC3524530","NIHMS423085","10.1038/nmat3468"
"23033438","Regenerative scaffold electrodes for peripheral nerve interfacing","Clements IP, Mukhatyar VJ, Srinivasan A, Bentley JT, Andreasen DS, Bellamkonda RV.","IEEE Trans Neural Syst Rehabil Eng. 2013 Jul;21(4):554-66. doi: 10.1109/TNSRE.2012.2217352. Epub 2012 Sep 28.","Clements IP","IEEE Trans Neural Syst Rehabil Eng","2013","2012/10/04","","","10.1109/TNSRE.2012.2217352"
"22623915","Correlated components of ongoing EEG point to emotionally laden attention - a possible marker of engagement?","Dmochowski JP, Sajda P, Dias J, Parra LC.","Front Hum Neurosci. 2012 May 16;6:112. doi: 10.3389/fnhum.2012.00112. eCollection 2012.","Dmochowski JP","Front Hum Neurosci","2012","2012/05/25","PMC3353265","","10.3389/fnhum.2012.00112"
"22593737","The effect of moderate acute psychological stress on working memory-related neural activity is modulated by a genetic variation in catecholaminergic function in humans","Qin S, Cousijn H, Rijpkema M, Luo J, Franke B, Hermans EJ, Fernández G.","Front Integr Neurosci. 2012 May 11;6:16. doi: 10.3389/fnint.2012.00016. eCollection 2012.","Qin S","Front Integr Neurosci","2012","2012/05/18","PMC3350069","","10.3389/fnint.2012.00016"
"22432905","Functional cliques in the amygdala and related brain networks driven by fear assessment acquired during movie viewing","Kinreich S, Intrator N, Hendler T.","Brain Connect. 2011;1(6):484-95. doi: 10.1089/brain.2011.0061. Epub 2012 Mar 9.","Kinreich S","Brain Connect","2011","2012/03/22","","","10.1089/brain.2011.0061"
"22326595","Stimulus-focused attention speeds up auditory processing","Folyi T, Fehér B, Horváth J.","Int J Psychophysiol. 2012 May;84(2):155-63. doi: 10.1016/j.ijpsycho.2012.02.001. Epub 2012 Feb 15.","Folyi T","Int J Psychophysiol","2012","2012/02/14","","","10.1016/j.ijpsycho.2012.02.001"
"21925216","Data-based functional template for sorting independent components of fMRI activity","Malinen S, Hari R.","Neurosci Res. 2011 Dec;71(4):369-76. doi: 10.1016/j.neures.2011.08.014. Epub 2011 Sep 10.","Malinen S","Neurosci Res","2011","2011/09/20","","","10.1016/j.neures.2011.08.014"
"21775952","Brain imaging investigation of the neural correlates of observing virtual social interactions","Sung K, Dolcos S, Flor-Henry S, Zhou C, Gasior C, Argo J, Dolcos F.","J Vis Exp. 2011 Jul 6;(53):e2379. doi: 10.3791/2379.","Sung K","J Vis Exp","2011","2011/07/22","PMC3196171","","10.3791/2379"
"21126593","Stress-induced reduction in reward-related prefrontal cortex function","Ossewaarde L, Qin S, Van Marle HJ, van Wingen GA, Fernández G, Hermans EJ.","Neuroimage. 2011 Mar 1;55(1):345-52. doi: 10.1016/j.neuroimage.2010.11.068. Epub 2010 Nov 29.","Ossewaarde L","Neuroimage","2011","2010/12/04","","","10.1016/j.neuroimage.2010.11.068"
"20850240","Influence of attention focus on neural activity in the human spinal cord during thermal sensory stimulation","Stroman PW, Coe BC, Munoz DP.","Magn Reson Imaging. 2011 Jan;29(1):9-18. doi: 10.1016/j.mri.2010.07.012. Epub 2010 Sep 17.","Stroman PW","Magn Reson Imaging","2011","2010/09/21","","","10.1016/j.mri.2010.07.012"
"20665720","Invariance of firing rate and field potential dynamics to stimulus modulation rate in human auditory cortex","Mukamel R, Nir Y, Harel M, Arieli A, Malach R, Fried I.","Hum Brain Mapp. 2011 Aug;32(8):1181-93. doi: 10.1002/hbm.21100. Epub 2010 Jul 27.","Mukamel R","Hum Brain Mapp","2011","2010/07/29","PMC3085610","NIHMS261120","10.1002/hbm.21100"
"20595364","Cumulative radiation dose in patients admitted with subarachnoid hemorrhage: a prospective study using a self-developing film badge","Mamourian AC, Young H, Stiefel MF.","AJNR Am J Neuroradiol. 2010 Nov;31(10):1787-90. doi: 10.3174/ajnr.A2192. Epub 2010 Jul 1.","Mamourian AC","AJNR Am J Neuroradiol","2010","2010/07/03","PMC7964011","","10.3174/ajnr.A2192"
"20384818","Attention modulates beta oscillations during prolonged tactile stimulation","Bardouille T, Picton TW, Ross B.","Eur J Neurosci. 2010 Feb;31(4):761-9. doi: 10.1111/j.1460-9568.2010.07094.x.","Bardouille T","Eur J Neurosci","2010","2010/04/14","PMC5005068","CAMS776","10.1111/j.1460-9568.2010.07094.x"
"20203356","The fabrication of low-impedance nanoporous gold multiple-electrode arrays for neural electrophysiology studies","Seker E, Berdichevsky Y, Begley MR, Reed ML, Staley KJ, Yarmush ML.","Nanotechnology. 2010 Mar 26;21(12):125504. doi: 10.1088/0957-4484/21/12/125504. Epub 2010 Mar 5.","Seker E","Nanotechnology","2010","2010/03/06","PMC3136242","NIHMS309587","10.1088/0957-4484/21/12/125504"
"19812314","Synchronous with your feelings: sensorimotor {gamma} band and empathy for pain","Betti V, Zappasodi F, Rossini PM, Aglioti SM, Tecchio F.","J Neurosci. 2009 Oct 7;29(40):12384-92. doi: 10.1523/JNEUROSCI.2759-09.2009.","Betti V","J Neurosci","2009","2009/10/09","PMC6665091","","10.1523/JNEUROSCI.2759-09.2009"
"19748680","Theory of mind impairments in euthymic bipolar patients","Montag C, Ehrlich A, Neuhaus K, Dziobek I, Heekeren HR, Heinz A, Gallinat J.","J Affect Disord. 2010 Jun;123(1-3):264-9. doi: 10.1016/j.jad.2009.08.017. Epub 2009 Sep 13.","Montag C","J Affect Disord","2010","2009/09/15","","","10.1016/j.jad.2009.08.017"
"19708061","Shared and idiosyncratic cortical activation patterns in autism revealed under continuous real-life viewing conditions","Hasson U, Avidan G, Gelbard H, Vallines I, Harel M, Minshew N, Behrmann M.","Autism Res. 2009 Aug;2(4):220-31. doi: 10.1002/aur.89.","Hasson U","Autism Res","2009","2009/08/27","PMC2775929","NIHMS149149","10.1002/aur.89"
"19578335","Organic electronics for precise delivery of neurotransmitters to modulate mammalian sensory function","Simon DT, Kurup S, Larsson KC, Hori R, Tybrandt K, Goiny M, Jager EW, Berggren M, Canlon B, Richter-Dahlfors A.","Nat Mater. 2009 Sep;8(9):742-6. doi: 10.1038/nmat2494. Epub 2009 Jul 5.","Simon DT","Nat Mater","2009","2009/07/07","","","10.1038/nmat2494"
"19420007","Function-based intersubject alignment of human cortical anatomy","Sabuncu MR, Singer BD, Conroy B, Bryan RE, Ramadge PJ, Haxby JV.","Cereb Cortex. 2010 Jan;20(1):130-40. doi: 10.1093/cercor/bhp085.","Sabuncu MR","Cereb Cortex","2010","2009/05/08","PMC2792192","","10.1093/cercor/bhp085"
"19403118","Acute psychological stress reduces working memory-related activity in the dorsolateral prefrontal cortex","Qin S, Hermans EJ, van Marle HJ, Luo J, Fernández G.","Biol Psychiatry. 2009 Jul 1;66(1):25-32. doi: 10.1016/j.biopsych.2009.03.006. Epub 2009 Apr 28.","Qin S","Biol Psychiatry","2009","2009/05/01","","","10.1016/j.biopsych.2009.03.006"
"19340121","Three-dimensional noninvasive imaging of the vasculature in the mouse brain using a high resolution photoacoustic scanner","Laufer J, Zhang E, Raivich G, Beard P.","Appl Opt. 2009 Apr 1;48(10):D299-306. doi: 10.1364/ao.48.00d299.","Laufer J","Appl Opt","2009","2009/04/03","","","10.1364/ao.48.00d299"
"18647397","Does erotic stimulus presentation design affect brain activation patterns? Event-related vs. blocked fMRI designs","Bühler M, Vollstädt-Klein S, Klemen J, Smolka MN.","Behav Brain Funct. 2008 Jul 22;4:30. doi: 10.1186/1744-9081-4-30.","Bühler M","Behav Brain Funct","2008","2008/07/24","PMC2515325","","10.1186/1744-9081-4-30"
"18558143","[Mood induction procedures: a critical review]","Gilet AL.","Encephale. 2008 Jun;34(3):233-9. doi: 10.1016/j.encep.2006.08.003. Epub 2008 Jan 22.","Gilet AL","Encephale","2008","2008/06/19","","","10.1016/j.encep.2006.08.003"
"18291679","Seeing the pain of others while being in pain: a laser-evoked potentials study","Valeriani M, Betti V, Le Pera D, De Armas L, Miliucci R, Restuccia D, Avenanti A, Aglioti SM.","Neuroimage. 2008 Apr 15;40(3):1419-28. doi: 10.1016/j.neuroimage.2007.12.056. Epub 2008 Jan 11.","Valeriani M","Neuroimage","2008","2008/02/23","","","10.1016/j.neuroimage.2007.12.056"
"18065722","Paying attention to social meaning: an FMRI study","Tavares P, Lawrence AD, Barnard PJ.","Cereb Cortex. 2008 Aug;18(8):1876-85. doi: 10.1093/cercor/bhm212. Epub 2007 Dec 7.","Tavares P","Cereb Cortex","2008","2007/12/11","","","10.1093/cercor/bhm212"
"17562897","They saw a movie: long-term memory for an extended audiovisual narrative","Furman O, Dorfman N, Hasson U, Davachi L, Dudai Y.","Learn Mem. 2007 Jun 11;14(6):457-67. doi: 10.1101/lm.550407. Print 2007 Jun.","Furman O","Learn Mem","2007","2007/06/15","PMC1896095","","10.1101/lm.550407"
"17360679","Impact of spatiotemporally correlated images on the structure of memory","Bernacchia A, Amit DJ.","Proc Natl Acad Sci U S A. 2007 Feb 27;104(9):3544-9. doi: 10.1073/pnas.0611395104. Epub 2007 Feb 21.","Bernacchia A","Proc Natl Acad Sci U S A","2007","2007/03/16","PMC1805598","","10.1073/pnas.0611395104"
"17272110","The effect of the substrate on the extracellular neural activity recorded micromachined silicon microprobes","Perlin G, Wise K.","Conf Proc IEEE Eng Med Biol Soc. 2004;2004:2002-5. doi: 10.1109/IEMBS.2004.1403590.","Perlin G","Conf Proc IEEE Eng Med Biol Soc","2004","2007/02/03","","","10.1109/IEMBS.2004.1403590"
"16604320","There are differences in cerebral activation between females in distinct menstrual phases during viewing of erotic stimuli: A fMRI study","Gizewski ER, Krause E, Karama S, Baars A, Senf W, Forsting M.","Exp Brain Res. 2006 Sep;174(1):101-8. doi: 10.1007/s00221-006-0429-3. Epub 2006 Apr 8.","Gizewski ER","Exp Brain Res","2006","2006/04/11","","","10.1007/s00221-006-0429-3"
"16510943","Chronic neural recordings using silicon microelectrode arrays electrochemically deposited with a poly(3,4-ethylenedioxythiophene) (PEDOT) film","Ludwig KA, Uram JD, Yang J, Martin DC, Kipke DR.","J Neural Eng. 2006 Mar;3(1):59-70. doi: 10.1088/1741-2560/3/1/007. Epub 2006 Mar 1.","Ludwig KA","J Neural Eng","2006","2006/03/03","","","10.1088/1741-2560/3/1/007"
"16428975","T1-weighted imaging of the brain at 3 tesla using a 2-dimensional spoiled gradient echo technique","Runge VM, Patel MC, Baumann SS, Simonetta AB, Ponzo JA, Lesley WS, Calderwood GW, Naul LG.","Invest Radiol. 2006 Feb;41(2):68-75. doi: 10.1097/01.rli.0000191368.28088.44.","Runge VM","Invest Radiol","2006","2006/01/24","","","10.1097/01.rli.0000191368.28088.44"
